"Name";"ontologyTermName";"ontologyTermIRI";"score";"validated";"review"
"tinea corporis";"Porphyrinuria";"http://purl.obolibrary.org/obo/HP_0010473";"42.86";"false";"false"
"tinea cruris";"Cystine crystalluria";"http://purl.obolibrary.org/obo/HP_0033067";"43.75";"false";"false"
"pediatric immunological disease";"Autoimmunity";"http://purl.obolibrary.org/obo/HP_0002960";"52.38";"false";"false"
"precursor b lymphoblastic neoplasm";"B Acute Lymphoblastic Leukemia";"http://purl.obolibrary.org/obo/HP_0004812";"51.43";"false";"false"
"cardiac events";"Cardiac shunt";"http://purl.obolibrary.org/obo/HP_0001693";"71.43";"false";"false"
"painful bladder syndrome";"Bladder pain";"http://purl.obolibrary.org/obo/HP_0032171";"76.47";"false";"false"
"tibial nonunions";"Tibial torsion";"http://purl.obolibrary.org/obo/HP_0100694";"64.52";"false";"false"
"menstrual disorder";"Metrorrhagia";"http://purl.obolibrary.org/obo/HP_0100608";"62.5";"false";"false"
"inclusion body myositis";"Inclusion body fibromatosis";"http://purl.obolibrary.org/obo/HP_0025197";"68.18";"false";"false"
"non cystic fibrosis bronchiectasis";"Traction bronchiectasis";"http://purl.obolibrary.org/obo/HP_0032969";"60.71";"false";"false"
"cutaneous melanoma";"Cutaneous melanoma";"http://purl.obolibrary.org/obo/HP_0012056";"100";"false";"false"
"anaesthesia";"Trigeminal anesthesia";"http://purl.obolibrary.org/obo/HP_0031912";"72.73";"false";"false"
"atherosclerosis";"Atherosclerosis";"http://purl.obolibrary.org/obo/HP_0002621";"100";"false";"false"
"hyperlipemia";"Hyperlipidemia";"http://purl.obolibrary.org/obo/HP_0003077";"85.71";"false";"false"
"metastatic sarcoma";"Metastatic angiosarcoma";"http://purl.obolibrary.org/obo/HP_0200059";"82.05";"false";"false"
"piscicide";"Eyelid fasciculation";"http://purl.obolibrary.org/obo/HP_0030826";"40";"false";"false"
"anterior uveitis";"Anterior uveitis";"http://purl.obolibrary.org/obo/HP_0012122";"100";"false";"false"
"knee pain";"Knee pain";"http://purl.obolibrary.org/obo/HP_0030839";"100";"false";"false"
"contusion";"Flexion contracture";"http://purl.obolibrary.org/obo/HP_0001371";"55.56";"false";"false"
"corticobasal degeneration";"Corneal degeneration";"http://purl.obolibrary.org/obo/HP_0007705";"62.86";"false";"false"
"hyperinsulinemia";"Hyperinsulinemia";"http://purl.obolibrary.org/obo/HP_0000842";"100";"false";"false"
"pruritus";"Pruritus";"http://purl.obolibrary.org/obo/HP_0000989";"100";"false";"false"
"postoperative hemorrhage";"Post-partum hemorrhage";"http://purl.obolibrary.org/obo/HP_0011891";"71.79";"false";"false"
"lactose intolerance";"Lactose intolerance";"http://purl.obolibrary.org/obo/HP_0004789";"100";"false";"false"
"ataxic disorder";"Episodic ataxia";"http://purl.obolibrary.org/obo/HP_0002131";"53.85";"false";"false"
"oral lichen planus";"Keratosis pilaris";"http://purl.obolibrary.org/obo/HP_0032152";"56.25";"false";"false"
"myocardial hypertrophy";"Cardiomyocyte hypertrophy";"http://purl.obolibrary.org/obo/HP_0031319";"82.61";"false";"false"
"axial spondyloarthritis";"Cervical spondylosis";"http://purl.obolibrary.org/obo/HP_0008480";"50";"false";"false"
"dermal neurofibromatoses";"Neurofibromas";"http://purl.obolibrary.org/obo/HP_0001067";"75";"false";"false"
"rhinovirus infection";"Severe norovirus infection";"http://purl.obolibrary.org/obo/HP_0020099";"66.67";"false";"false"
"mitochondrial disease";"Coronary artery atherosclerosis";"http://purl.obolibrary.org/obo/HP_0001677";"57.14";"false";"false"
"skin metastasis";"Parageusia";"http://purl.obolibrary.org/obo/HP_0031249";"53.85";"false";"false"
"thymic cancer";"Stomach cancer";"http://purl.obolibrary.org/obo/HP_0012126";"62.07";"false";"false"
"clear cell sarcoma";"Cervical clear cell adenocarcinoma";"http://purl.obolibrary.org/obo/HP_0031522";"68.09";"false";"false"
"trigeminal neuralgia";"Trigeminal neuralgia";"http://purl.obolibrary.org/obo/HP_0100661";"100";"false";"false"
"malignant mesothelioma";"Malignant mesothelioma";"http://purl.obolibrary.org/obo/HP_0100001";"100";"false";"false"
"increase blood pressure";"Increased blood pressure";"http://purl.obolibrary.org/obo/HP_0032263";"100";"false";"false"
"infestations of lice and scabies";"Recurrent infections";"http://purl.obolibrary.org/obo/HP_0002719";"48.48";"false";"false"
"influenza a virus h7n1 infection";"Recurrent Haemophilus influenzae infections";"http://purl.obolibrary.org/obo/HP_0005376";"67.92";"false";"false"
"alveolar soft part sarcoma";"Alveolar soft part sarcoma";"http://purl.obolibrary.org/obo/HP_0012218";"100";"false";"false"
"leiomyosarcoma";"Leiomyosarcoma";"http://purl.obolibrary.org/obo/HP_0100243";"100";"false";"false"
"scapulohumeral periarthritis";"Scapulohumeral synostosis";"http://purl.obolibrary.org/obo/HP_0006595";"56.52";"false";"false"
"hyperglyceridemia";"Hyperglycemia";"http://purl.obolibrary.org/obo/HP_0003074";"87.5";"false";"false"
"retina venous occlusion";"Venous occlusion";"http://purl.obolibrary.org/obo/HP_0025322";"78.79";"false";"false"
"ocular hypertension";"Ocular hypertension";"http://purl.obolibrary.org/obo/HP_0007906";"100";"false";"false"
"behcet disease";"Arthropathy";"http://purl.obolibrary.org/obo/HP_0003040";"59.26";"false";"false"
"alcoholic hepatitis";"Alcoholism";"http://purl.obolibrary.org/obo/HP_0030955";"72.73";"false";"false"
"toxic shock syndrome";"Sick sinus syndrome";"http://purl.obolibrary.org/obo/HP_0011704";"63.16";"false";"false"
"influenza a virus infection";"Recurrent Haemophilus influenzae infections";"http://purl.obolibrary.org/obo/HP_0005376";"70.83";"false";"false"
"scorpion envenoming syndrome";"Congenital Horner syndrome";"http://purl.obolibrary.org/obo/HP_0006837";"48.98";"false";"false"
"female genital tract inflammation";"Genital tract atresia";"http://purl.obolibrary.org/obo/HP_0001827";"52.17";"false";"false"
"interstitial lung disease";"Abnormal pulmonary Interstitial morphology";"http://purl.obolibrary.org/obo/HP_0006530";"100";"false";"false"
"coronary ischemia";"Cerebral ischemia";"http://purl.obolibrary.org/obo/HP_0002637";"58.82";"false";"false"
"perianal wart";"Perianal rash";"http://purl.obolibrary.org/obo/HP_0011131";"58.33";"false";"false"
"gynecologic cancer";"Colon cancer";"http://purl.obolibrary.org/obo/HP_0003003";"66.67";"false";"false"
"hereditary tyrosinemia type 1";"Hypertyrosinemia";"http://purl.obolibrary.org/obo/HP_0003231";"63.83";"false";"false"
"stem cell engraftment";"Hypoplasia of the brainstem";"http://purl.obolibrary.org/obo/HP_0002365";"47.06";"false";"false"
"ocular cancer";"Laryngeal carcinoma";"http://purl.obolibrary.org/obo/HP_0012118";"64.29";"false";"false"
"traveler s diarrhea";"Diarrhea";"http://purl.obolibrary.org/obo/HP_0002014";"72";"false";"false"
"cryptococcal meningitis infection";"Cryptococcal meningitis";"http://purl.obolibrary.org/obo/HP_0032160";"83.72";"false";"false"
"hiv associated lipodystrophy";"Lipodystrophy";"http://purl.obolibrary.org/obo/HP_0009125";"71.79";"false";"false"
"keratosis";"Actinic keratosis";"http://purl.obolibrary.org/obo/HP_0025127";"75";"false";"false"
"mast cell leukaemia";"Leukemia";"http://purl.obolibrary.org/obo/HP_0001909";"66.67";"false";"false"
"frailty";"Frailty";"http://purl.obolibrary.org/obo/HP_0033675";"100";"false";"false"
"nephropathic cystinosis";"Nephropathy";"http://purl.obolibrary.org/obo/HP_0000112";"66.67";"false";"false"
"senile dementia";"Dementia";"http://purl.obolibrary.org/obo/HP_0000726";"75";"false";"false"
"hypercalciuria";"Hypercalciuria";"http://purl.obolibrary.org/obo/HP_0002150";"100";"false";"false"
"excessive sweating";"Hyperhidrosis";"http://purl.obolibrary.org/obo/HP_0000975";"100";"false";"false"
"skin fibrosis";"Renal fibrosis";"http://purl.obolibrary.org/obo/HP_0030760";"64.29";"false";"false"
"allergic conjunctivitis";"Allergic conjunctivitis";"http://purl.obolibrary.org/obo/HP_0007879";"100";"false";"false"
"scar conditions";"Digital pitting scar";"http://purl.obolibrary.org/obo/HP_0031293";"59.26";"false";"false"
"spinal cerebellar ataxia type 3";"Ataxia";"http://purl.obolibrary.org/obo/HP_0001251";"72";"false";"false"
"hyperhidrosis";"Hyperhidrosis";"http://purl.obolibrary.org/obo/HP_0000975";"100";"false";"false"
"tauopathy";"Myopathy";"http://purl.obolibrary.org/obo/HP_0003198";"63.16";"false";"false"
"bullous pemphigoid";"Lymphoid leukemia";"http://purl.obolibrary.org/obo/HP_0005526";"33.33";"false";"false"
"rhabdomyosarcoma";"Rhabdomyosarcoma";"http://purl.obolibrary.org/obo/HP_0002859";"100";"false";"false"
"muscular pain";"Ocular pain";"http://purl.obolibrary.org/obo/HP_0200026";"76.92";"false";"false"
"oculopharyngeal muscular dystrophy";"Muscular dystrophy";"http://purl.obolibrary.org/obo/HP_0003560";"74.51";"false";"false"
"malignant perivascular epithelioid cell tumour";"Renal tubular epithelial cell hemosiderin";"http://purl.obolibrary.org/obo/HP_0032611";"59.52";"false";"false"
"primary axillary hyperhidrosis";"Palmar hyperhidrosis";"http://purl.obolibrary.org/obo/HP_0006089";"64";"false";"false"
"chronic back pain";"Chronic pain";"http://purl.obolibrary.org/obo/HP_0012532";"83.87";"false";"false"
"familial hypercholesterolemia";"Hypercholesterolemia";"http://purl.obolibrary.org/obo/HP_0003124";"85.71";"false";"false"
"hand foot and mouth disease";"Fourth heart sound";"http://purl.obolibrary.org/obo/HP_0031659";"47.62";"false";"false"
"euvolemic hyponatremia";"Hyponatremia";"http://purl.obolibrary.org/obo/HP_0002902";"76.47";"false";"false"
"horner syndrome";"Horner syndrome";"http://purl.obolibrary.org/obo/HP_0002277";"100";"false";"false"
"sezary syndrome";"Angiokeratoma corporis diffusum";"http://purl.obolibrary.org/obo/HP_0001071";"68.97";"false";"false"
"anabolic metabolism";"Abnormal metabolism";"http://purl.obolibrary.org/obo/HP_0032245";"66.67";"false";"false"
"subacute cutaneous lupus erythematosus";"Systemic lupus erythematosus";"http://purl.obolibrary.org/obo/HP_0002725";"66.67";"false";"false"
"corneal neovascularization";"Corneal neovascularization";"http://purl.obolibrary.org/obo/HP_0011496";"100";"false";"false"
"hutchinson gilford progeria syndrome";"Wolff-Parkinson-White syndrome";"http://purl.obolibrary.org/obo/HP_0001716";"48.48";"false";"false"
"addison disease";"Crohn's disease";"http://purl.obolibrary.org/obo/HP_0100280";"57.14";"false";"false"
"adrenocortical insufficiency";"Primary adrenal insufficiency";"http://purl.obolibrary.org/obo/HP_0008207";"100";"false";"false"
"klebsiella infection";"Recurrent Klebsiella infections";"http://purl.obolibrary.org/obo/HP_0002742";"83.72";"false";"false"
"irritable bowel syndrome";"Bowel irritability";"http://purl.obolibrary.org/obo/HP_0033628";"75";"false";"false"
"palmoplantar pustulosis";"Palmoplantar pustulosis";"http://purl.obolibrary.org/obo/HP_0100847";"100";"false";"false"
"pineoblastoma";"Pineoblastoma";"http://purl.obolibrary.org/obo/HP_0030408";"100";"false";"false"
"heart block";"Heart block";"http://purl.obolibrary.org/obo/HP_0012722";"100";"false";"false"
"gingivitis";"Gingivitis";"http://purl.obolibrary.org/obo/HP_0000230";"100";"false";"false"
"nasal polyp";"Nasal polyposis";"http://purl.obolibrary.org/obo/HP_0100582";"100";"false";"false"
"malignant primary brain tumour";"Malignant genitourinary tract tumor";"http://purl.obolibrary.org/obo/HP_0006758";"65.57";"false";"false"
"vascular purpura";"Macular purpura";"http://purl.obolibrary.org/obo/HP_0031365";"78.79";"false";"false"
"graft rejection in heart transplantation";"Transposition of the great arteries";"http://purl.obolibrary.org/obo/HP_0001669";"51.85";"false";"false"
"acute repetitive seizure";"Seizure cluster";"http://purl.obolibrary.org/obo/HP_0033349";"100";"false";"false"
"anaplastic mixed oligoastrocytoma";"Astrocytoma";"http://purl.obolibrary.org/obo/HP_0009592";"57.14";"false";"false"
"non syndromic ichthyosis";"Ichthyosis";"http://purl.obolibrary.org/obo/HP_0008064";"62.5";"false";"false"
"intrahepatic cholangiocarcinoma";"Cholangiocarcinoma";"http://purl.obolibrary.org/obo/HP_0030153";"77.55";"false";"false"
"autosomal recessive congenital ichthyosis";"Congenital ichthyosiform erythroderma";"http://purl.obolibrary.org/obo/HP_0007431";"71.7";"false";"false"
"cytomegalovirus retinitis";"Cytomegalovirus colitis";"http://purl.obolibrary.org/obo/HP_0033431";"74.42";"false";"false"
"metabolic bone disease";"Fractured metatarsal bone of digit 5";"http://purl.obolibrary.org/obo/HP_0041223";"55.32";"false";"false"
"cockayne syndrome";"Craniofacial dysostosis";"http://purl.obolibrary.org/obo/HP_0004439";"62.5";"false";"false"
"semliki forest virus infection";"Severe norovirus infection";"http://purl.obolibrary.org/obo/HP_0020099";"57.14";"false";"false"
"lipodystrophy";"Lipodystrophy";"http://purl.obolibrary.org/obo/HP_0009125";"100";"false";"false"
"necrotizing enterocolitis of newborn";"Necrotizing enterocolitis";"http://purl.obolibrary.org/obo/HP_0033165";"80.95";"false";"false"
"various major chronic disease";"Chronic lung disease";"http://purl.obolibrary.org/obo/HP_0006528";"62.5";"false";"false"
"laxative";"Cutis laxa";"http://purl.obolibrary.org/obo/HP_0000973";"61.54";"false";"false"
"henipavirus encephalitis";"Herpes encephalitis";"http://purl.obolibrary.org/obo/HP_0020098";"60";"false";"false"
"cornea epithelial defect";"Herpetiform corneal ulceration";"http://purl.obolibrary.org/obo/HP_0007812";"66.67";"false";"false"
"leishmaniasis";"Tegumentary leishmaniasis susceptibility";"http://purl.obolibrary.org/obo/HP_0007408";"56.52";"false";"false"
"motor symptoms";"Snoring";"http://purl.obolibrary.org/obo/HP_0025267";"64.29";"false";"false"
"chronic glaucoma";"Glaucoma";"http://purl.obolibrary.org/obo/HP_0000501";"69.23";"false";"false"
"dysbetalipoproteinemia";"Abetalipoproteinemia";"http://purl.obolibrary.org/obo/HP_0008181";"86.36";"false";"false"
"aerodigestive tract cancer";"Triggered by anesthetics";"http://purl.obolibrary.org/obo/HP_0500261";"57.14";"false";"false"
"metastatic epithelial tumour";"Parageusia";"http://purl.obolibrary.org/obo/HP_0031249";"57.14";"false";"false"
"enterocolitis";"Enterocolitis";"http://purl.obolibrary.org/obo/HP_0004387";"100";"false";"false"
"cestodes infection";"Recurrent skin infections";"http://purl.obolibrary.org/obo/HP_0001581";"59.26";"false";"false"
"abdominal aortic aneurysm";"Abdominal aortic aneurysm";"http://purl.obolibrary.org/obo/HP_0005112";"100";"false";"false"
"nontraumatic intracerebral hemorrhage";"Cerebral hemorrhage";"http://purl.obolibrary.org/obo/HP_0001342";"80";"false";"false"
"visceral leishmaniasis";"Tegumentary leishmaniasis susceptibility";"http://purl.obolibrary.org/obo/HP_0007408";"56.6";"false";"false"
"mixed connective tissue disease";"Myopathy";"http://purl.obolibrary.org/obo/HP_0003198";"63.64";"false";"false"
"blood brain barrier";"Cerebral hemorrhage";"http://purl.obolibrary.org/obo/HP_0001342";"56.25";"false";"false"
"acute asthma";"Status asthmaticus";"http://purl.obolibrary.org/obo/HP_0012653";"80";"false";"false"
"obstructive airway disease";"Airway obstruction";"http://purl.obolibrary.org/obo/HP_0006536";"82.05";"false";"false"
"cardiac arrest";"Cardiac arrest";"http://purl.obolibrary.org/obo/HP_0001695";"100";"false";"false"
"salivary gland dysfunction";"Abnormal salivary gland morphology";"http://purl.obolibrary.org/obo/HP_0010286";"65.22";"false";"false"
"heroin and opiate withdrawal";"Heroin addiction";"http://purl.obolibrary.org/obo/HP_0033517";"44.44";"false";"false"
"facial pain";"Facial palsy";"http://purl.obolibrary.org/obo/HP_0010628";"72";"false";"false"
"nervous system inflammation";"Neoplasm of the nervous system";"http://purl.obolibrary.org/obo/HP_0004375";"71.11";"false";"false"
"pediculus capitis infestation";"Feeding difficulties in infancy";"http://purl.obolibrary.org/obo/HP_0008872";"47.83";"false";"false"
"dysrhythmias";"Arrhythmia";"http://purl.obolibrary.org/obo/HP_0011675";"69.57";"false";"false"
"vasomotor allergic rhinitis";"Allergic rhinitis";"http://purl.obolibrary.org/obo/HP_0003193";"75";"false";"false"
"inflammatory arthritis";"Inflammatory arteriopathy";"http://purl.obolibrary.org/obo/HP_0005291";"79.17";"false";"false"
"contracture";"Flexion contracture";"http://purl.obolibrary.org/obo/HP_0001371";"100";"false";"false"
"arterial thrombosis";"Arterial thrombosis";"http://purl.obolibrary.org/obo/HP_0004420";"100";"false";"false"
"absence seizure";"Generalized non-motor (absence) seizure";"http://purl.obolibrary.org/obo/HP_0002121";"100";"false";"false"
"argininosuccinate synthase deficiency";"Decreased methionine synthase activity";"http://purl.obolibrary.org/obo/HP_0003524";"65.45";"false";"false"
"occlusive arterial disease";"Nonocclusive coronary artery atherosclerosis";"http://purl.obolibrary.org/obo/HP_0012436";"76.36";"false";"false"
"haemostatic astringent";"Gastrointestinal hemorrhage";"http://purl.obolibrary.org/obo/HP_0002239";"50";"false";"false"
"cartilage lesions";"Cartilage destruction";"http://purl.obolibrary.org/obo/HP_0100773";"58.82";"false";"false"
"lung transplantation";"Status post organ transplantation";"http://purl.obolibrary.org/obo/HP_0032444";"62.86";"false";"false"
"rheumatoid arthritis";"Rheumatoid arthritis";"http://purl.obolibrary.org/obo/HP_0001370";"100";"false";"false"
"anthrax";"Anthracosis";"http://purl.obolibrary.org/obo/HP_0033375";"63.16";"false";"false"
"procedural sedation";"Proprioceptive-induced seizure";"http://purl.obolibrary.org/obo/HP_0020211";"55";"false";"false"
"reproduction";"Increased reactive oxygen species production";"http://purl.obolibrary.org/obo/HP_0025464";"62.07";"false";"false"
"fetal growth restriction";"Intrauterine growth retardation";"http://purl.obolibrary.org/obo/HP_0001511";"64";"false";"false"
"lupus nephritis";"Nephritis";"http://purl.obolibrary.org/obo/HP_0000123";"78.26";"false";"false"
"occlusive disease";"obsolete Occlusive vascular disease";"http://purl.obolibrary.org/obo/HP_0005296";"62.22";"false";"false"
"flatworm infection";"Portal inflammation";"http://purl.obolibrary.org/obo/HP_0033196";"48.65";"false";"false"
"promyelocytic leukaemia";"Acute promyelocytic leukemia";"http://purl.obolibrary.org/obo/HP_0004836";"89.8";"false";"false"
"metapneumovirus infection";"Acute infectious pneumonia";"http://purl.obolibrary.org/obo/HP_0011949";"53.33";"false";"false"
"pancreatic islet transplantation failure";"Repeated implantation failure";"http://purl.obolibrary.org/obo/HP_0033712";"61.82";"false";"false"
"apnea";"Apnea";"http://purl.obolibrary.org/obo/HP_0002104";"100";"false";"false"
"thllium and radioactive isotopes of caesium poisoning";"Positive meconium methadone test";"http://purl.obolibrary.org/obo/HP_0410285";"38.24";"false";"false"
"genitourinary tract cancer";"Neoplasm of the genitourinary tract";"http://purl.obolibrary.org/obo/HP_0007379";"79.25";"false";"false"
"varicose veins";"Varicose veins";"http://purl.obolibrary.org/obo/HP_0002619";"100";"false";"false"
"intra abdominal infection";"Abdominal adhesions";"http://purl.obolibrary.org/obo/HP_0033134";"68.29";"false";"false"
"hypereosinophilic syndrome";"Hypereosinophilia";"http://purl.obolibrary.org/obo/HP_0032061";"71.43";"false";"false"
"left ventricular dysfunction";"Abnormal left ventricular function";"http://purl.obolibrary.org/obo/HP_0005162";"100";"false";"false"
"hyperbilirubinemia";"Hyperbilirubinemia";"http://purl.obolibrary.org/obo/HP_0002904";"100";"false";"false"
"lactation failure";"Hepatic failure";"http://purl.obolibrary.org/obo/HP_0001399";"66.67";"false";"false"
"pediatric lennox gastaut syndrome";"Developmental glaucoma";"http://purl.obolibrary.org/obo/HP_0001087";"45.83";"false";"false"
"eclampsia";"Eclampsia";"http://purl.obolibrary.org/obo/HP_0100601";"100";"false";"false"
"leukaemia";"Leukemia";"http://purl.obolibrary.org/obo/HP_0001909";"100";"false";"false"
"upper respiratory infection";"Recurrent upper respiratory tract infections";"http://purl.obolibrary.org/obo/HP_0002788";"89.29";"false";"false"
"richter syndrome";"Horner syndrome";"http://purl.obolibrary.org/obo/HP_0002277";"64.52";"false";"false"
"hereditary spinocerebellar ataxia";"Spinocerebellar atrophy";"http://purl.obolibrary.org/obo/HP_0007263";"65.52";"false";"false"
"polyomavirus infection";"Post-vaccination rotavirus infection";"http://purl.obolibrary.org/obo/HP_0020091";"59.57";"false";"false"
"skin photoaging";"Cutaneous photosensitivity";"http://purl.obolibrary.org/obo/HP_0000992";"66.67";"false";"false"
"malignant adrenal gland cancer";"Adrenocortical carcinoma";"http://purl.obolibrary.org/obo/HP_0006744";"63.83";"false";"false"
"neuromyelitis optica spectrum disorder";"Demyelinating sensory neuropathy";"http://purl.obolibrary.org/obo/HP_0011402";"42.62";"false";"false"
"cholestasis of parenteral nutrition";"Intrahepatic cholestasis";"http://purl.obolibrary.org/obo/HP_0001406";"61.22";"false";"false"
"intra ocular pressure reduction";"Ocular hypertension";"http://purl.obolibrary.org/obo/HP_0007906";"75.47";"false";"false"
"pre eclampsia";"Preeclampsia";"http://purl.obolibrary.org/obo/HP_0100602";"100";"false";"false"
"achromatopsia";"Achromatopsia";"http://purl.obolibrary.org/obo/HP_0011516";"100";"false";"false"
"lymphoma";"Lymphoma";"http://purl.obolibrary.org/obo/HP_0002665";"100";"false";"false"
"leigh syndrome";"Increased circulating cortisol level";"http://purl.obolibrary.org/obo/HP_0003118";"66.67";"false";"false"
"mitochondrial respiratory chain disease";"Decreased activity of mitochondrial respiratory chain";"http://purl.obolibrary.org/obo/HP_0008972";"83.95";"false";"false"
"anca associated vasculitis";"Vasculitis";"http://purl.obolibrary.org/obo/HP_0002633";"58.82";"false";"false"
"eosinophilic granulomatosis with polyangiitis";"Eosinophilic granuloma";"http://purl.obolibrary.org/obo/HP_0032253";"72.73";"false";"false"
"hereditary haemolytic anemia";"Hemolytic anemia";"http://purl.obolibrary.org/obo/HP_0001878";"71.43";"false";"false"
"moderate and severe hypertension";"Hypertension";"http://purl.obolibrary.org/obo/HP_0000822";"62.5";"false";"false"
"metastatic gastric or gastroesophageal junction cancer";"Stomach cancer";"http://purl.obolibrary.org/obo/HP_0012126";"48.39";"false";"false"
"complex epidermal hamartoma";"Hamartoma of the eye";"http://purl.obolibrary.org/obo/HP_0010568";"56.41";"false";"false"
"thalassemia";"Thalamic edema";"http://purl.obolibrary.org/obo/HP_0025040";"56";"false";"false"
"mycobacterium infection";"Mycobacterium abscessus abscessus infection";"http://purl.obolibrary.org/obo/HP_0032130";"70";"false";"false"
"fabry disease";"Coronary artery atherosclerosis";"http://purl.obolibrary.org/obo/HP_0001677";"62.07";"false";"false"
"spinal stenosis";"Spinal canal stenosis";"http://purl.obolibrary.org/obo/HP_0003416";"100";"false";"false"
"urgency";"Bowel urgency";"http://purl.obolibrary.org/obo/HP_0012701";"70";"false";"false"
"dysuria";"Dysuria";"http://purl.obolibrary.org/obo/HP_0100518";"100";"false";"false"
"congenital ichthyosiform erythroderma";"Congenital ichthyosiform erythroderma";"http://purl.obolibrary.org/obo/HP_0007431";"100";"false";"false"
"heart transplant rejection";"Status post organ transplantation";"http://purl.obolibrary.org/obo/HP_0032444";"51.16";"false";"false"
"myelodysplastic malignancy";"Myelodysplasia";"http://purl.obolibrary.org/obo/HP_0002863";"66.67";"false";"false"
"diabetes insipidus";"Diabetes insipidus";"http://purl.obolibrary.org/obo/HP_0000873";"100";"false";"false"
"polyuria";"Polyuria";"http://purl.obolibrary.org/obo/HP_0000103";"100";"false";"false"
"enuresis";"Enuresis";"http://purl.obolibrary.org/obo/HP_0000805";"100";"false";"false"
"spastic paralysis";"Spastic paraparesis";"http://purl.obolibrary.org/obo/HP_0002313";"77.78";"false";"false"
"choroidal dystrophy";"obsolete Choroidal dystrophy";"http://purl.obolibrary.org/obo/HP_0007712";"81.82";"false";"false"
"suprapubic pain";"Pain";"http://purl.obolibrary.org/obo/HP_0012531";"52.63";"false";"false"
"actinic keratosis";"Actinic keratosis";"http://purl.obolibrary.org/obo/HP_0025127";"100";"false";"false"
"burn and burn infection";"Burning mouth";"http://purl.obolibrary.org/obo/HP_0032143";"35.71";"false";"false"
"coxsackie virus infection";"Recurrent E. coli infections";"http://purl.obolibrary.org/obo/HP_0002740";"57.14";"false";"false"
"diabetic macular degeneration";"Macular degeneration";"http://purl.obolibrary.org/obo/HP_0000608";"82.05";"false";"false"
"skin ulcer";"Skin ulcer";"http://purl.obolibrary.org/obo/HP_0200042";"100";"false";"false"
"mammary analogue secretory carcinoma";"Secretory adrenocortical adenoma";"http://purl.obolibrary.org/obo/HP_0011746";"50";"false";"false"
"atrial flutter";"Atrial flutter";"http://purl.obolibrary.org/obo/HP_0004749";"100";"false";"false"
"biliary cancer";"Cholangiocarcinoma";"http://purl.obolibrary.org/obo/HP_0030153";"62.5";"false";"false"
"whim syndrome";"Cachexia";"http://purl.obolibrary.org/obo/HP_0004326";"69.23";"false";"false"
"t cell acute lymphocytic leukaemia";"Acute lymphoblastic leukemia";"http://purl.obolibrary.org/obo/HP_0006721";"82.14";"false";"false"
"focal segmental glomerulosclerosis";"Focal segmental glomerulosclerosis";"http://purl.obolibrary.org/obo/HP_0000097";"100";"false";"false"
"peripheral arterial occlusive disorder";"obsolete Peripheral artery occlusive disease";"http://purl.obolibrary.org/obo/HP_0005315";"79.41";"false";"false"
"fracture";"Fractured foot bone";"http://purl.obolibrary.org/obo/HP_0041162";"84.21";"false";"false"
"malignant pleural effusion";"Pleural effusion";"http://purl.obolibrary.org/obo/HP_0002202";"80";"false";"false"
"hyperaemia";"Hyperuricemia";"http://purl.obolibrary.org/obo/HP_0002149";"76.92";"false";"false"
"heart injury";"Self-injurious behavior";"http://purl.obolibrary.org/obo/HP_0100716";"56";"false";"false"
"stress urinary incontinence";"Stress urinary incontinence";"http://purl.obolibrary.org/obo/HP_0010992";"100";"false";"false"
"polycystic ovarian syndrome";"Polycystic ovaries";"http://purl.obolibrary.org/obo/HP_0000147";"70";"false";"false"
"central precocious puberty";"Precocious puberty";"http://purl.obolibrary.org/obo/HP_0000826";"80";"false";"false"
"acquired nystagmus";"Nystagmus";"http://purl.obolibrary.org/obo/HP_0000639";"72";"false";"false"
"anhedonia";"Anhedonia";"http://purl.obolibrary.org/obo/HP_0012154";"100";"false";"false"
"neuroinflammation";"Neuroinflammation";"http://purl.obolibrary.org/obo/HP_0033429";"100";"false";"false"
"diarrhea";"Diarrhea";"http://purl.obolibrary.org/obo/HP_0002014";"100";"false";"false"
"pancreatic exocrine dysfunction";"Abnormality of exocrine pancreas physiology";"http://purl.obolibrary.org/obo/HP_0012092";"71.19";"false";"false"
"gastrinoma";"Gastric lymphoma";"http://purl.obolibrary.org/obo/HP_0045038";"64.29";"false";"false"
"eosinophilic asthma";"Eosinophilia";"http://purl.obolibrary.org/obo/HP_0001880";"70.97";"false";"false"
"malignant thymoma";"Thymoma";"http://purl.obolibrary.org/obo/HP_0100522";"69.57";"false";"false"
"hepatitis d virus infection";"Hepatic infarction";"http://purl.obolibrary.org/obo/HP_0033135";"64.71";"false";"false"
"respiratory syndrome coronavirus infection";"Restrictive ventilatory defect";"http://purl.obolibrary.org/obo/HP_0002091";"65.67";"false";"false"
"bone resorption";"Osteolysis";"http://purl.obolibrary.org/obo/HP_0002797";"76.47";"false";"false"
"aberrant vascularization";"Abnormality of the vasculature";"http://purl.obolibrary.org/obo/HP_0002597";"70.97";"false";"false"
"ophthalmic disease";"Morbus Scheuermann";"http://purl.obolibrary.org/obo/HP_0010891";"57.14";"false";"false"
"parkinson disease";"Parkinsonism";"http://purl.obolibrary.org/obo/HP_0001300";"74.07";"false";"false"
"morquio syndrome";"Septo-optic dysplasia";"http://purl.obolibrary.org/obo/HP_0100842";"62.86";"false";"false"
"synthesis disorder";"Imbalanced hemoglobin synthesis";"http://purl.obolibrary.org/obo/HP_0005560";"48.65";"false";"false"
